872419469  33 13 -1 -1.67932
872419597  34 13 -1 -1.68914
872419725  35 13 -1 -1.69862
872419853  36 13 -1 -1.70458
872419981  37 13 -1 -1.71299
872420109  38 13 -1 -1.72098
872420237  39 13 -1 -1.72853
872420365  40 13 -1 -1.73561
872420493  41 13 -1 -1.7399
872420621  42 13 -1 -1.74565
872420749  43 13 -1 -1.75086
872420877  44 13 -1 -1.75552
872421005  45 13 -1 -1.75961
872421133  46 13 -1 -1.7618
872421261  47 13 -1 -1.76436
872421389  48 13 -1 -1.7663
872421517  49 13 -1 -1.76763
872421645  50 13 -1 -1.76833
872421773  51 13 -1 -1.76689
872421901  52 13 -1 -1.76625
872422029  53 13 -1 -1.76498
872422157  54 13 -1 -1.7631
872422285  55 13 -1 -1.7606
872422413  56 13 -1 -1.75848
872422541  57 13 -1 -1.75445
872422669  58 13 -1 -1.74985
872422797  59 13 -1 -1.7447
872422925  60 13 -1 -1.73902
872423053  61 13 -1 -1.73479
872423181  62 13 -1 -1.72777
872423309  63 13 -1 -1.72027
872423437  64 13 -1 -1.71234
872423565  65 13 -1 -1.70398
872423693  66 13 -1 -1.69808
872423821  67 13 -1 -1.68865
872423949  68 13 -1 -1.67888
872424077  69 13 -1 -1.66879
872424205  70 13 -1 -1.6584
872424333  71 13 -1 -1.65134
872424461  72 13 -1 -1.64016
872424589  73 13 -1 -1.62877
872424717  74 13 -1 -1.61718
872424845  75 13 -1 -1.60541
872424973  76 13 -1 -1.59765
872425101  77 13 -1 -1.58535
872425229  78 13 -1 -1.57293
872425357  79 13 -1 -1.56042
872425485  80 13 -1 -1.54782
872417294  16 14 -1 -1.50151
872417422  17 14 -1 -1.51486
872417550  18 14 -1 -1.52822
872417678  19 14 -1 -1.54156
872417806  20 14 -1 -1.55488
872417934  21 14 -1 -1.56356
872418062  22 14 -1 -1.57657
872418190  23 14 -1 -1.58952
872418318  24 14 -1 -1.60238
872418446  25 14 -1 -1.61513
872418574  26 14 -1 -1.62354
872418702  27 14 -1 -1.63577
872418830  28 14 -1 -1.64783
872418958  29 14 -1 -1.6597
872419086  30 14 -1 -1.67135
872419214  31 14 -1 -1.67906
872419342  32 14 -1 -1.68992
872419470  33 14 -1 -1.70049
872419598  34 14 -1 -1.71073
872419726  35 14 -1 -1.72062
872419854  36 14 -1 -1.72711
872419982  37 14 -1 -1.73591
872420110  38 14 -1 -1.74428
872420238  39 14 -1 -1.75218
872420366  40 14 -1 -1.75961
872420494  41 14 -1 -1.7643
872420622  42 14 -1 -1.77034
872420750  43 14 -1 -1.77582
872420878  44 14 -1 -1.78071
872421006  45 14 -1 -1.78501
872421134  46 14 -1 -1.78742
872421262  47 14 -1 -1.79012
872421390  48 14 -1 -1.79217
872421518  49 14 -1 -1.79357
872421646  50 14 -1 -1.79431
872421774  51 14 -1 -1.79284
872421902  52 14 -1 -1.79216
872422030  53 14 -1 -1.79083
872422158  54 14 -1 -1.78884
872422286  55 14 -1 -1.78621
872422414  56 14 -1 -1.78387
872422542  57 14 -1 -1.77964
872422670  58 14 -1 -1.7748
872422798  59 14 -1 -1.76939
872422926  60 14 -1 -1.76342
872423054  61 14 -1 -1.75879
872423182  62 14 -1 -1.75143
872423310  63 14 -1 -1.74358
872423438  64 14 -1 -1.73528
872423566  65 14 -1 -1.72653
872423694  66 14 -1 -1.72011
872423822  67 14 -1 -1.71027
872423950  68 14 -1 -1.70007
872424078  69 14 -1 -1.68955
872424206  70 14 -1 -1.67874
872424334  71 14 -1 -1.67108
872424462  72 14 -1 -1.65947
872424590  73 14 -1 -1.64764
872424718  74 14 -1 -1.63562
872424846  75 14 -1 -1.62342
872424974  76 14 -1 -1.61505
872425102  77 14 -1 -1.60233
872425230  78 14 -1 -1.5895
872425358  79 14 -1 -1.57658
872425486  80 14 -1 -1.56358
872425614  81 14 -1 -1.55494
872425742  82 14 -1 -1.54164
872425870  83 14 -1 -1.52832
872425998  84 14 -1 -1.51498
872426126  85 14 -1 -1.50164
872417295  16 15 -1 -1.5152
872417423  17 15 -1 -1.52891
872417551  18 15 -1 -1.54264
872417679  19 15 -1 -1.55637
872417807  20 15 -1 -1.57008
872417935  21 15 -1 -1.57938
872418063  22 15 -1 -1.59281
872418191  23 15 -1 -1.60618
872418319  24 15 -1 -1.61947
872418447  25 15 -1 -1.63265
872418575  26 15 -1 -1.64171
872418703  27 15 -1 -1.65439
872418831  28 15 -1 -1.6669
872418959  29 15 -1 -1.67923
872419087  30 15 -1 -1.69134
872419215  31 15 -1 -1.69968
872419343  32 15 -1 -1.711
872419471  33 15 -1 -1.72202
872419599  34 15 -1 -1.73271
872419727  35 15 -1 -1.74304
872419855  36 15 -1 -1.75009
872419983  37 15 -1 -1.75931
872420111  38 15 -1 -1.76807
872420239  39 15 -1 -1.77637
872420367  40 15 -1 -1.78415
872420495  41 15 -1 -1.78928
872420623  42 15 -1 -1.79563
872420751  43 15 -1 -1.80139
872420879  44 15 -1 -1.80654
872421007  45 15 -1 -1.81106
872421135  46 15 -1 -1.81372
872421263  47 15 -1 -1.81656
872421391  48 15 -1 -1.81873
872421519  49 15 -1 -1.82021
872421647  50 15 -1 -1.82099
872421775  51 15 -1 -1.81949
872421903  52 15 -1 -1.81877
872422031  53 15 -1 -1.81736
872422159  54 15 -1 -1.81526
872422287  55 15 -1 -1.81249
872422415  56 15 -1 -1.80991
872422543  57 15 -1 -1.80546
872422671  58 15 -1 -1.80038
872422799  59 15 -1 -1.79468
872422927  60 15 -1 -1.7884
872423055  61 15 -1 -1.78335
872423183  62 15 -1 -1.77562
872423311  63 15 -1 -1.7674
872423439  64 15 -1 -1.75869
872423567  65 15 -1 -1.74953
872423695  66 15 -1 -1.74255
872423823  67 15 -1 -1.73227
872423951  68 15 -1 -1.72163
872424079  69 15 -1 -1.71066
872424207  70 15 -1 -1.69939
872424335  71 15 -1 -1.6911
872424463  72 15 -1 -1.67903
872424591  73 15 -1 -1.66675
872424719  74 15 -1 -1.65427
872424847  75 15 -1 -1.64162
872424975  76 15 -1 -1.63261
872425103  77 15 -1 -1.61945
872425231  78 15 -1 -1.60619
872425359  79 15 -1 -1.59285
872425487  80 15 -1 -1.57944
872425615  81 15 -1 -1.57018
872425743  82 15 -1 -1.55648
872425871  83 15 -1 -1.54278
872425999  84 15 -1 -1.52906
872426127  85 15 -1 -1.51536
872417040  14 16 -1 -1.50323
872417168  15 16 -1 -1.51754
872417296  16 16 -1 -1.52689
872417424  17 16 -1 -1.54111
872417552  18 16 -1 -1.55535
872417680  19 16 -1 -1.56961
872417808  20 16 -1 -1.58386
872417936  21 16 -1 -1.59337
872418064  22 16 -1 -1.60736
872418192  23 16 -1 -1.6213
872418320  24 16 -1 -1.63517
872418448  25 16 -1 -1.64895
872418576  26 16 -1 -1.65828
872418704  27 16 -1 -1.67156
872418832  28 16 -1 -1.68469
872418960  29 16 -1 -1.69762
872419088  30 16 -1 -1.71035
872419216  31 16 -1 -1.719
872419344  32 16 -1 -1.73093
872419472  33 16 -1 -1.74255
872419600  34 16 -1 -1.75384
872419728  35 16 -1 -1.76476
872419856  36 16 -1 -1.77212
872419984  37 16 -1 -1.7819
872420112  38 16 -1 -1.7912
872420240  39 16 -1 -1.8
872420368  40 16 -1 -1.80828
872420496  41 16 -1 -1.81366
872420624  42 16 -1 -1.82044
872420752  43 16 -1 -1.82659
872420880  44 16 -1 -1.83209
872421008  45 16 -1 -1.83692
872421136  46 16 -1 -1.83972
872421264  47 16 -1 -1.84279
872421392  48 16 -1 -1.84512
872421520  49 16 -1 -1.84672
872421648  50 16 -1 -1.84756
872421776  51 16 -1 -1.84602
872421904  52 16 -1 -1.84524
872422032  53 16 -1 -1.84372
872422160  54 16 -1 -1.84146
872422288  55 16 -1 -1.83847
872422416  56 16 -1 -1.83575
872422544  57 16 -1 -1.83099
872422672  58 16 -1 -1.82557
872422800  59 16 -1 -1.81949
872422928  60 16 -1 -1.81278
872423056  61 16 -1 -1.80748
872423184  62 16 -1 -1.79927
872423312  63 16 -1 -1.79053
872423440  64 16 -1 -1.78129
872423568  65 16 -1 -1.77158
872423696  66 16 -1 -1.76429
872423824  67 16 -1 -1.75342
872423952  68 16 -1 -1.74219
872424080  69 16 -1 -1.73062
872424208  70 16 -1 -1.71874
872424336  71 16 -1 -1.71014
872424464  72 16 -1 -1.69746
872424592  73 16 -1 -1.68456
872424720  74 16 -1 -1.67148
872424848  75 16 -1 -1.65823
872424976  76 16 -1 -1.64894
872425104  77 16 -1 -1.6352
872425232  78 16 -1 -1.62135
872425360  79 16 -1 -1.60744
872425488  80 16 -1 -1.59347
872425616  81 16 -1 -1.58399
872425744  82 16 -1 -1.56976
872425872  83 16 -1 -1.55552
872426000  84 16 -1 -1.54129
872426128  85 16 -1 -1.52708
872426256  86 16 -1 -1.51776
872426384  87 16 -1 -1.50347
872417041  14 17 -1 -1.51598
872417169  15 17 -1 -1.53065
872417297  16 17 -1 -1.54059
872417425  17 17 -1 -1.55521
872417553  18 17 -1 -1.56986
872417681  19 17 -1 -1.58453
872417809  20 17 -1 -1.5992
872417937  21 17 -1 -1.60937
872418065  22 17 -1 -1.62382
872418193  23 17 -1 -1.63823
872418321  24 17 -1 -1.65257
872418449  25 17 -1 -1.66683
872418577  26 17 -1 -1.67685
872418705  27 17 -1 -1.69064
872418833  28 17 -1 -1.70428
872418961  29 17 -1 -1.71773
872419089  30 17 -1 -1.73097
872419217  31 17 -1 -1.74031
872419345  32 17 -1 -1.75276
872419473  33 17 -1 -1.76491
872419601  34 17 -1 -1.77671
872419729  35 17 -1 -1.78814
872419857  36 17 -1 -1.79613
872419985  37 17 -1 -1.8064
872420113  38 17 -1 -1.81617
872420241  39 17 -1 -1.82543
872420369  40 17 -1 -1.83413
872420497  41 17 -1 -1.84001
872420625  42 17 -1 -1.84716
872420753  43 17 -1 -1.85365
872420881  44 17 -1 -1.85946
872421009  45 17 -1 -1.86455
872421137  46 17 -1 -1.86764
872421265  47 17 -1 -1.87088
872421393  48 17 -1 -1.87336
872421521  49 17 -1 -1.87504
872421649  50 17 -1 -1.87594
872421777  51 17 -1 -1.87436
872421905  52 17 -1 -1.87354
